12.89446,77.57615
12.90116,77.58816
12.88838,77.57912
12.89651,77.58472
12.88731,77.57957
12.90417,77.56756
12.89121,77.57616
12.8971,77.58657
12.90015,77.57013
12.89742,77.58458
12.89211,77.57619
12.90643,77.57427
12.88686,77.57679
12.90209,77.58845
12.89645,77.58676
12.89908,77.56226
12.88977,77.57172
12.88416,77.58831
12.89412,77.58061
12.90029,77.57555
12.88094,77.58581
12.89142,77.57672
12.89653,77.57975
12.89273,77.57612
12.87975,77.57639
12.8865,77.5925
12.90723,77.58504
12.88985,77.58242
12.89099,77.55897
12.89209,77.57711
12.90687,77.57341
12.90004,77.58018
12.88799,77.58053
12.89216,77.57173
12.87749,77.5796
12.88684,77.56451
12.88472,77.56887
12.88995,77.57823
12.89341,77.57872
12.88235,77.5713
12.89687,77.57532
12.90167,77.58964
12.90136,77.56995
12.898,77.56693
12.89621,77.57936
12.8851,77.56178
12.89798,77.58854
12.88686,77.59058
12.9042,77.56495
12.88954,77.56334
12.87576,77.58519
12.89305,77.56792
12.88931,77.5858
12.88024,77.58084
12.88736,77.57823
12.87275,77.57745
12.88566,77.58104
12.88633,77.57737
12.89164,77.57149
12.87991,77.59307
12.8801,77.59359
12.88265,77.57021
12.88844,77.59322
12.88064,77.57049
12.88797,77.59735
12.89063,77.58162
12.89588,77.59536
12.86817,77.57686
12.8918,77.5886
12.87738,77.5826
12.87761,77.59702
12.87607,77.58901
12.8888,77.57855
12.885,77.59051
12.88596,77.57786
12.89538,77.59473
12.88547,77.58729
12.87059,77.57312
12.88994,77.5675
12.89027,77.57873
12.88362,77.58289
12.87995,77.57805
12.88416,77.58297
12.88135,77.58061
12.88267,77.60059
12.86955,77.58701
12.89179,77.5832
12.87902,77.59584
12.87864,77.58645
12.88625,77.59777
12.87141,77.59317
12.88334,77.57799
12.87747,77.59762
12.88782,77.58372
12.88895,77.58061
12.8826,77.58285
12.88966,77.59153
12.88881,77.58731
12.89002,77.56963
12.87594,77.5792
12.8806,77.59354
12.87964,77.59627
12.87998,77.59455
12.8898,77.60314
12.88559,77.60142
12.89224,77.59342
12.88555,77.59812
12.8968,77.5947
12.87547,77.57818
12.87296,77.59531
12.87094,77.59161
12.87266,77.59025
12.88465,77.59795
12.86541,77.59799
12.87841,77.58251
12.87761,77.60689
12.86795,77.59386
12.87987,77.59303
12.87486,77.59451
12.88607,77.60847
12.87637,77.59671
12.87027,77.60946
12.87938,77.57921
12.88305,77.59827
12.87919,77.59411
12.89051,77.59479
12.87663,77.58794
12.88406,77.61105
12.87223,77.60123
12.88398,77.59096
12.88127,77.59611
12.89463,77.58864
12.87576,77.58526
12.8792,77.59218
12.88339,77.59612
12.89111,77.60722
12.86952,77.60152
12.88344,77.57821
12.86503,77.59138
12.87471,77.59944
12.87999,77.59396
12.86616,77.60286
